scientific_name_key
berchemia scandens
berlandiera lyrata
berlandiera texana
betula lenta
betula nigra
betula occidentalis
betula papyrifera
betula populifolia
bignonia capreolata
blechnum spicant
blephilia ciliata
blephilia hirsuta
boltonia asteroides
boltonia asteroides var. latisquama
boltonia decurrens
bouteloua curtipendula
bouteloua gracilis
boykinia aconitifolia
brickellia eupatorioides
buchloe dactyloides
bursera simaruba
cabomba caroliniana
calamovilfa arcuata
callicarpa americana
callirhoe alcaeoides
callirhoe bushii
callirhoe digitata
callirhoe involucrata
callirhoe triangulata
calocedrus decurrens
caltha palustris
calycanthus floridus
calycanthus occidentalis
calylophus serrulatus
camassia angusta
camassia cusickii
camassia scilloides
campanula americana
campanula kemulariae
campsis radicans
campsis radicans f. flava
capparis sandwichiana
cardamine concatenata
carex alata
carex albicans
carex annectens
carex bicknellii
carex bromoides
carex bushii
carex cherokeensis
carex crinita
carex cristatella
carex crus-corvi
carex davisii
carex eburnea
carex flacca
carex flaccosperma
carex frankii
carex grayi
carex haydenii
carex laxiculmis
carex leporina
carex lurida
carex muskingumensis
carex nigra
carex normalis
carex pensylvanica
carex praegracilis
carex radiata
carex retroflexa
carex squarrosa
carex stricta
carex swanii
carex tumulicola
carex vulpinoidea
carpinus betulus
carpinus caroliniana
carya cordiformis
carya glabra
carya illinoinensis
carya laciniosa
carya ovata
carya tomentosa
carya ã— laneyi
castanea dentata
castanea ozarkensis
castilleja coccinea
catalpa bignonioides
catalpa speciosa
caulophyllum thalictroides
ceanothus americanus
ceanothus herbaceus
celastrus scandens
celtis laevigata
celtis occidentalis
cephalanthus occidentalis
cercis canadensis
cercis canadensis var. texensis
chamaecrista fasciculata
chamaecyparis lawsoniana
chamaecyparis thyoides
chamaedorea seifrizii
chamaelirium luteum
chasmanthium latifolium
chelone glabra
chelone lyonii
chelone obliqua
chelone obliqua var. speciosa
chionanthus virginicus
chrysogonum virginianum
chrysopsis mariana
cibotium glaucum
cinna arundinacea
cissus trifoliata
cladrastis kentukea
claytonia virginica
clematis crispa
clematis fremontii
clematis pitcheri
clematis scottii
clematis texensis
clematis versicolor
clematis virginiana
clethra alnifolia
clinopodium arkansanum
cocculus carolinus
collinsia verna
collinsonia canadensis
comptonia peregrina
conoclinium coelestinum
conradina verticillata
coreopsis grandiflora
coreopsis integrifolia
coreopsis lanceolata
coreopsis palmata
coreopsis pubescens
coreopsis rosea
coreopsis tinctoria
coreopsis tripteris
coreopsis verticillata
cornus alternifolia
cornus amomum
cornus amomum subsp. obliqua
cornus canadensis
cornus drummondii
cornus florida
cornus florida f. rubra
cornus mas
cornus racemosa
cornus sericea
corylus americana
corylus cornuta
cosmos bipinnatus
cotinus obovatus
crataegus crus-galli
crataegus douglasii
crataegus nitida
crataegus phaenopyrum
crataegus viridis
crinum americanum
croton alabamensis
cryptotaenia canadensis
cunila origanoides
cuphea viscosissima
cypripedium kentuckiense
cystopteris protrusa
dalea candida
dalea gattingeri
dalea purpurea
darmera peltata
datura inoxia
decodon verticillatus
delphinium cardinale
delphinium carolinianum
delphinium exaltatum
delphinium treleasei
delphinium tricorne
dennstaedtia punctilobula
deschampsia cespitosa
deschampsia flexuosa
desmanthus illinoensis
desmodium illinoense
diarrhena americana
diarrhena obovata
dicentra cucullaria
dicentra eximia
diervilla lonicera
diervilla rivularis
dionaea muscipula
diospyros virginiana
diplazium pycnocarpon
dirca palustris
dodecatheon meadia
dracopis amplexicaulis
drosera filiformis var. filiformis
dryopteris australis
dryopteris carthusiana
dryopteris celsa
dryopteris clintoniana
dryopteris filix-mas
dryopteris goldiana
dryopteris intermedia
dryopteris marginalis
dryopteris wallichiana
duranta erecta
echinacea angustifolia
echinacea pallida
echinacea paradoxa
echinacea purpurea
echinacea simulata
echinacea tennesseensis
eichhornia crassipes
eleocharis palustris
elephantopus carolinianus
elodea canadensis
elymus canadensis
elymus hystrix
elymus virginicus
enemion biternatum
epimedium pubigerum
equisetum hyemale
eragrostis spectabilis
eragrostis trichodes
erianthus alopecuroides
ericameria nauseosa
erigeron philadelphicus
erigeron pulchellus
eriogonum umbellatum
eryngium aquaticum
eryngium yuccifolium
erysimum capitatum
erythronium albidum
erythronium americanum
eubotrys racemosa
euonymus americanus
euonymus atropurpureus
eupatorium altissimum
eupatorium capillifolium
eupatorium perfoliatum
euphorbia marginata
eurybia divaricata
eurybia furcata
eurybia hemispherica
eurybia macrophylla
eurybia paludosa
eutrochium dubium
eutrochium fistulosum
eutrochium maculatum
eutrochium purpureum
evolvulus nuttallianus
fagus grandifolia
filipendula rubra
fothergilla gardenii
fothergilla major
fragaria vesca
frangula caroliniana
franklinia alatamaha
fraxinus americana
fraxinus ornus
fraxinus pennsylvanica
fraxinus profunda
fraxinus quadrangulata
fremontodendron californicum
gaillardia aestivalis
gaillardia pulchella
galearis spectabilis
galium circaezans
gaultheria procumbens
gaura lindheimeri
gelsemium sempervirens
gentiana alba
gentiana andrewsii
geranium maculatum
geranium maculatum f. albiflorum
geum rivale
geum triflorum
gillenia stipulata
glandularia canadensis
gleditsia triacanthos
gomphrena haageana
goodyera pubescens
grindelia lanceolata
guaiacum sanctum
gymnocladus dioicus
halesia carolina
halesia diptera
halesia monticola
hamamelis vernalis
hamamelis virginiana
hasteola suaveolens
heimia salicifolia
helenium amarum
helenium autumnale
helenium flexuosum
helenium virginicum
helianthella quinquenervis
helianthus annuus
helianthus divaricatus
helianthus maximiliani
helianthus mollis
helianthus occidentalis
helianthus salicifolius
helianthus silphioides
helianthus tuberosus
heliopsis helianthoides
heliopsis helianthoides var. scabra
hesperaloe parviflora
heterotheca camporum
heuchera americana
heuchera parviflora
heuchera parviflora var. puberula
heuchera richardsonii
heuchera sanguinea
heuchera villosa
hibiscus coccineus
hibiscus dasycalyx
hibiscus laevis
hibiscus lasiocarpos
hibiscus moscheutos
hibiscus moscheutos subsp. palustris
hibiscus striatus subsp. lambertianus
hibiscus tiliaceus
hydrangea arborescens
hydrangea barbara
hydrangea quercifolia
hydrastis canadensis
hydrophyllum virginianum
hymenocallis caroliniana
hymenocallis latifolia
hypericum buckleyi
hypericum kalmianum
hypericum lissophloeus
hypericum prolificum
hypericum pyramidatum
hypericum sphaerocarpum
ilex decidua
ilex glabra
ilex opaca
ilex verticillata
iliamna remota
illicium floridanum
illicium parviflorum
impatiens capensis
imperata cylindrica
iodanthus pinnatifidus
ionactis linariifolia
ipomoea alba
ipomoea pandurata
ipomopsis rubra
iresine rhizomatosa
iris brevicaulis
iris cristata
iris fulva
iris hexagona
iris missouriensis
iris versicolor
iris virginica
iris virginica var. shrevei
itea virginica
jatropha multifida
jeffersonia diphylla
juglans cinerea
juglans nigra
juncus dudleyi
juncus effusus
juncus tenuis
juniperus ashei
juniperus communis
juniperus horizontalis
juniperus virginiana
kalmia latifolia
koeleria macrantha
lachnocaulon anceps
lactuca floridana
leitneria floridana
lemna minor
lespedeza capitata
leucothoe axillaris
leucothoe fontanesiana
liatris aspera
liatris cylindracea
liatris ligulistylis
liatris microcephala
liatris mucronata
liatris pycnostachya
liatris scariosa
liatris scariosa var. nieuwlandii
liatris spicata
lilium michiganense
lilium superbum
lindera benzoin
liquidambar styraciflua
liriodendron tulipifera
lobelia cardinalis
lobelia siphilitica
lobelia ã— speciosa
lonicera caerulea
lonicera flava
lonicera sempervirens
ludwigia alternifolia
lycopodiella alopecuroides
lyonia lucida
maclura pomifera
magnolia acuminata
magnolia grandiflora
magnolia macrophylla
magnolia tripetala
magnolia virginiana
magnolia virginiana var. australis
mahonia repens
maianthemum racemosum
maianthemum stellatum
malpighia coccigera
manfreda virginica
marshallia caespitosa
marshallia grandiflora
marshallia mohrii
matelea decipiens
matteuccia struthiopteris subsp. pensylvanica
medeola virginiana
melanthium virginicum
menispermum canadense
menyanthes trifoliata
mertensia virginica
mespilus canescens
mimosa quadrivalvis
mimulus alatus
mimulus cardinalis
mimulus ringens
mitchella repens
mitella diphylla
monarda bradburiana
monarda citriodora
monarda fistulosa
monarda punctata
morella cerifera
morus rubra
muhlenbergia capillaris
muhlenbergia rigens
myrica pensylvanica
napaea dioica
nassella tenuissima
nelumbo lutea
neviusia alabamensis
nothoscordum bivalve
nuphar lutea
nymphoides indica
nyssa aquatica
nyssa sylvatica
oemleria cerasiformis
oenothera biennis
oenothera fruticosa subsp. glauca
oenothera macrocarpa
oenothera pilosella
oenothera speciosa
onoclea sensibilis
onosmodium molle
onosmodium molle subsp. occidentale
opuntia humifusa
opuntia macrorhiza
orontium aquaticum
osmorhiza longistylis
osmunda claytoniana
osmunda regalis var. spectabilis
osmundastrum cinnamomeum
ostrya virginiana
oxalis violacea
oxydendrum arboreum
pachysandra procumbens
packera aurea
packera obovata
panax quinquefolius
pandanus tectorius
panicum bulbosum
panicum virgatum
parthenium hispidum
parthenium integrifolium
parthenocissus quinquefolia
paspalum floridanum
passiflora incarnata
paxistima canbyi
pedicularis canadensis
peltandra virginica
penstemon barbatus
penstemon cobaea
penstemon cobaea var. purpureus
penstemon digitalis
penstemon grandiflorus
penstemon pallidus
penstemon tubaeflorus
peperomia obtusifolia
persea borbonia
persicaria virginiana
petrea volubilis
phegopteris connectilis
phegopteris hexagonoptera
phemeranthus calycinus
philadelphus pubescens
philadelphus pubescens var. verrucosus
phlox bifida
phlox divaricata
phlox divaricata subsp. laphamii
phlox drummondii
phlox glaberrima
phlox maculata
phlox paniculata
phlox pilosa
phlox pilosa subsp. ozarkana
physocarpus opulifolius
physostegia angustifolia
physostegia virginiana
phytolacca americana
picea breweriana
picea engelmannii
picea glauca
picea pungens
pinguicula caerulea
pinus banksiana
pinus echinata
pinus flexilis
pinus jeffreyi
pinus ponderosa
pinus resinosa
pinus strobus
pinus taeda
pistia stratiotes
platanus occidentalis
platycodon grandiflorus
podophyllum peltatum
pogonia ophioglossoides
polemonium reptans
polygonatum biflorum
polygonatum biflorum var. commutatum
polymnia canadensis
polypodium virginianum
polystichum acrostichoides
polystichum braunii
pontederia cordata
populus deltoides
populus tremuloides
porteranthus trifoliatus
portulaca oleracea
potentilla fruticosa
prunella grandiflora
prunus americana
prunus angustifolia
prunus caroliniana
prunus mexicana
prunus padus
prunus serotina
prunus virginiana
pseudotsuga menziesii
ptelea trifoliata
pteridium aquilinum
pycnanthemum incanum
pycnanthemum muticum
pycnanthemum pilosum
pycnanthemum setosum
pycnanthemum tenuifolium
pycnanthemum virginianum
quercus acerifolia
quercus alba
quercus bicolor
quercus coccinea
quercus ellipsoidalis
quercus falcata
quercus imbricaria
quercus lyrata
quercus macrocarpa
quercus marilandica
quercus michauxii
quercus montana
quercus muehlenbergii
quercus myrtifolia
quercus nigra
quercus palustris
quercus phellos
quercus rubra
quercus shumardii
quercus stellata
quercus texana
quercus velutina
ratibida columnifera
ratibida pinnata
rhapidophyllum hystrix
rhododendron arborescens
rhododendron atlanticum
rhododendron austrinum
rhododendron calendulaceum
rhododendron canescens
rhododendron catawbiense
rhododendron flammeum
rhododendron maximum
rhododendron periclymenoides
rhododendron prinophyllum
rhododendron viscosum
rhus aromatica
rhus copallinum
rhus copallinum var. latifolia
rhus typhina
ribes aureum
ribes missouriense
ribes odoratum
robinia hispida
robinia pseudoacacia
rosa carolina
rosa palustris
rosa setigera
rubus odoratus
rubus parviflorus
rudbeckia fulgida var. sullivantii
rudbeckia fulgida var. umbrosa
rudbeckia hirta
rudbeckia laciniata
rudbeckia maxima
rudbeckia missouriensis
rudbeckia subtomentosa
rudbeckia triloba
ruellia humilis
ruellia strepens
sabal etonia
sabal minor
sabatia angularis
sagittaria graminea
sagittaria latifolia
salix discolor
salix nigra
salvia azurea
salvia azurea var. grandiflora
salvia lyrata
salvia penstemonoides
salvia pratensis
sambucus canadensis
sanguinaria canadensis
sanguisorba officinalis
sapindus drummondii
sarracenia flava
sarracenia flava var. rubricorpora
sarracenia leucophylla
sarracenia minor
sarracenia oreophila
sarracenia purpurea
sarracenia purpurea subsp. purpurea
sarracenia purpurea subsp. venosa
sarracenia rubra
sarracenia rubra f. jonesii
sarracenia ã— catesbaei
sassafras albidum
saururus cernuus
schizachyrium scoparium
schoenoplectus tabernaemontani
scirpus atrovirens
scirpus cyperinus
scrophularia marilandica
scutellaria incana
scutellaria lateriflora
scutellaria ovata
sedum pulchellum
sedum ternatum
senna marilandica
senna obtusifolia
sequoia sempervirens
sequoiadendron giganteum
shepherdia argentea
shortia galacifolia
sideroxylon lanuginosum
silene caroliniana
silene regia
silene stellata
silene virginica
silphium gracile
silphium integrifolium
silphium laciniatum
silphium perfoliatum
silphium terebinthinaceum
silphium terebinthinaceum var. pinnatifidum
sisyrinchium angustifolium
sisyrinchium campestre
sium suave
smilax hispida
solidago caesia
solidago drummondii
solidago flexicaulis
solidago gattingeri
solidago gigantea
solidago hispida
solidago juncea
solidago nemoralis
solidago odora
solidago ouachitensis
solidago ptarmicoides
solidago riddellii
solidago rigida
solidago rugosa
solidago shortii
solidago speciosa
solidago uliginosa
solidago ulmifolia
sorbus americana
sorbus decora
sorghastrum nutans
spartina pectinata
spigelia marilandica
spiraea alba
spiraea betulifolia
spiraea douglasii
spiraea tomentosa
spiranthes odorata
sporobolus heterolepis
staphylea pinnata
staphylea trifolia
stenaria nigricans
stewartia ovata
stokesia laevis
stylophorum diphyllum
styrax americanus
swietenia mahagoni
symphoricarpos orbiculatus
symphyotrichum anomalum
symphyotrichum cordifolium
symphyotrichum drummondii
symphyotrichum ericoides
symphyotrichum laeve
symphyotrichum lateriflorum
symphyotrichum novae-angliae
symphyotrichum oblongifolium
symphyotrichum oolentangiense
symphyotrichum patens
symphyotrichum pilosum
symphyotrichum praealtum
symphyotrichum puniceum
symphyotrichum sericeum
symphyotrichum turbinellum
symplocarpus foetidus
taenidia integerrima
taxodium distichum var. distichum
taxodium distichum var. imbricarium
taxus baccata
taxus floridana
tecoma stans
tephrosia virginiana
terminalia catappa
teucrium canadense
thalia dealbata
thalictrum dasycarpum
thalictrum dioicum
thalictrum pubescens
thalictrum thalictroides
thaspium trifoliatum
thermopsis villosa
thuja occidentalis
thuja plicata
tiarella cordifolia
tilia americana
tilia americana var. heterophylla
tilia cordata
tillandsia usneoides
toona ciliata
torreya taxifolia
toxicodendron diversilobum
toxicodendron radicans
tradescantia bracteata
tradescantia ernestiana
tradescantia longipes
tradescantia ohiensis
tradescantia subaspera
tradescantia tharpii
tradescantia virginiana
trautvetteria caroliniensis
tridens strictus
trillium cuneatum
trillium erectum
trillium flexipes
trillium grandiflorum
trillium luteum
trillium recurvatum
trillium sessile
trillium undulatum
trillium viride
tripsacum dactyloides
tsuga canadensis
tsuga caroliniana
typha latifolia
ulmus alata
ulmus americana
ulmus glabra
ulmus rubra
uvularia grandiflora
vaccinium macrocarpon
vaccinium stamineum
vaccinium vitis-idaea
verbena hastata
verbena stricta
verbesina alternifolia
verbesina helianthoides
vernonia arkansana
vernonia baldwinii
vernonia fasciculata
vernonia gigantea
vernonia missurica
vernonia noveboracensis
veronicastrum virginicum
viburnum acerifolium
viburnum cassinoides
viburnum dentatum
viburnum lentago
viburnum nudum
viburnum opulus var. americanum
viburnum prunifolium
viburnum rufidulum
viola blanda
viola canadensis
viola labradorica
viola pedata
viola pedatifida
viola pubescens var. eriocarpa
viola rotundifolia
viola sororia
viola striata
vitex negundo
vitis aestivalis
vitis labrusca
waldsteinia fragarioides
waldsteinia lobata
wisteria frutescens
woodsia obtusa subsp. obtusa
woodwardia areolata
xanthocyparis nootkatensis
xanthorhiza simplicissima
yucca brevifolia
yucca filamentosa
zanthoxylum americanum
zanthoxylum clava-herculis
zenobia pulverulenta
zephyranthes simpsonii
zephyranthes treatiae
zinnia elegans
zizia aptera
zizia aurea
